respondent_id,age,gender,country,education_level,employment_status,industry,job_role_level,work_experience_years,income_bracket,household_dependents,perceived_automation_risk,role_partially_automated,pct_tasks_automatable,ai_awareness,enrolled_reskilling,learning_platform,upskilling_hours_per_week,willingness_to_reskill,biggest_barrier,preferred_learning_mode,top_skill_pursued,reskilling_awareness_source,employer_provides_reskilling,govt_reskilling_subsidies,satisfaction_employer_ld,would_switch_for_reskilling,career_confidence_5yr,career_anxiety,accept_lower_pay_futureproof,expected_role_change_timeline,successful_reskill_transition,automation_vulnerability_idx,reskilling_engagement_score,support_ecosystem_score,anxiety_to_action_ratio,income_reskilling_gap,future_readiness_idx
R00086,40,Female,UK,Master's,Full-time Employed,Energy/Utilities,Senior,13,£30-50K,1.0,3,No,0-20%,3,No,edX,0.5,5,No Relevant Programs,Online Self-paced,UX/UI Design,Peers/Network,Yes,Yes,2,Yes,4,3,No,2,Yes,0.23,0.458,0.737,1.068,At-Risk Low Earner,0.867
R00087,39,Female,UAE,Bachelor's,Full-time Employed,Healthcare,Manager/Director,17,AED 240-480K,1.0,2,No,41-60%,4,No,None,0.0,4,Time,Online Self-paced,None,Social Media,No,Unsure,3,Yes,3,3,No,9,No,0.25,0.188,0.325,2.525,Complacent High Earner,0.562
R00088,36,Female,Germany,Master's,Full-time Employed,Manufacturing,Manager/Director,17,>€150K,,3,No,0-20%,2,No,None,0.0,5,Time,Hybrid,None,News/Media,Yes,Yes,4,No,3,3,No,4,No,0.23,0.25,0.912,1.923,Complacent High Earner,0.733
R00089,41,Female,India,Bachelor's,Student,Manufacturing,Entry-level,18,>₹50L,1.0,2,No,21-40%,2,No,None,0.0,3,Family Responsibilities,Hybrid,None,Self-Research,No,Yes,2,Yes,3,3,Yes,7,Yes,0.19,0.125,0.387,3.704,Complacent High Earner,0.508
R00090,34,Male,UK,Bachelor's,Part-time Employed,Financial Services,Mid-level,9,£50-80K,1.0,4,Yes,61-80%,4,Yes,edX,3.7,3,Family Responsibilities,Hybrid,Software Development,Peers/Network,Yes,No,4,No,2,5,No,3,Yes,0.81,0.631,0.612,1.56,Complacent High Earner,0.475
R00091,38,Male,UAE,Bachelor's,Full-time Employed,Manufacturing,Entry-level,16,AED 120-240K,1.0,3,No,81-100%,3,Yes,Coursera,5.7,4,Time,Hybrid,Project Management,Peers/Network,No,Yes,3,No,2,3,No,3,Yes,0.47,0.723,0.475,0.682,Striving Upskiller,0.562
R00092,27,Male,India,High School/Diploma,Full-time Employed,Healthcare,Mid-level,2,₹6-12L,2.0,4,Yes,81-100%,5,Yes,Udemy,4.2,3,Cost,In-person Classroom,Soft Skills/Leadership,News/Media,Yes,Yes,4,No,3,5,No,4,Yes,0.87,0.638,0.912,1.543,At-Risk Low Earner,0.558
R00093,31,Male,India,Bachelor's,Full-time Employed,Government/Public Sector,Mid-level,7,₹25-50L,3.0,3,No,21-40%,5,Yes,YouTube/Free Resources,1.9,5,Lack of Awareness,Hybrid,UX/UI Design,Self-Research,No,Yes,3,No,4,4,Yes,6,No,0.29,0.728,0.475,1.016,Complacent High Earner,0.8
R00094,46,Female,India,High School/Diploma,Part-time Employed,Technology/IT,Senior,23,₹25-50L,3.0,4,Yes,81-100%,5,No,LinkedIn Learning,0.0,4,Employer Doesn't Support,Hybrid,None,Self-Research,Yes,No,3,No,2,5,Yes,3,Yes,0.87,0.188,0.525,5.051,Complacent High Earner,0.562
R00095,30,Female,India,High School/Diploma,Full-time Employed,Logistics/Supply Chain,Mid-level,9,₹6-12L,1.0,2,No,0-20%,3,No,LinkedIn Learning,0.0,4,Time,Peer Learning/Mentorship,None,Social Media,No,Unsure,2,Yes,2,2,Yes,3,No,0.13,0.188,0.238,1.263,At-Risk Low Earner,0.562
R00096,38,Male,India,High School/Diploma,Full-time Employed,Healthcare,Manager/Director,16,₹12-25L,1.0,2,No,0-20%,3,No,Bootcamp,0.0,3,Lack of Awareness,Hybrid,None,News/Media,No,Yes,4,No,4,3,No,4,No,0.13,0.125,0.562,3.704,Complacent High Earner,0.658
R00097,48,Female,India,High School/Diploma,Full-time Employed,Logistics/Supply Chain,Executive/C-suite,24,>₹50L,3.0,5,No,81-100%,2,Yes,Coursera,1.0,3,Cost,Online Self-paced,Data/AI & Machine Learning,Employer,Yes,No,4,No,1,5,No,2,Yes,0.67,0.59,0.612,1.667,Complacent High Earner,0.392
R00098,20,Female,Brazil,High School/Diploma,Unemployed - Seeking,Healthcare,Entry-level,0,R$20-40K,2.0,3,Yes,41-60%,5,Yes,Government Program,20.9,4,Time,Online Self-paced,Project Management,Social Media,No,No,1,Yes,5,2,No,6,Yes,0.65,0.938,0.0,0.264,Striving Upskiller,0.812
R00099,26,Male,Nigeria,High School/Diploma,Full-time Employed,Financial Services,Senior,3,>₦30M,1.0,4,Yes,41-60%,4,No,LinkedIn Learning,0.0,2,Cost,Hybrid,None,Employer,No,No,3,Yes,3,4,No,5,No,0.75,0.062,0.175,10.0,Complacent High Earner,0.454
R00100,27,Female,South Africa,High School/Diploma,Full-time Employed,Financial Services,Mid-level,3,R200-400K,0.0,3,No,0-20%,5,No,None,0.0,3,No Relevant Programs,On-the-job Training,None,Self-Research,Yes,No,4,No,3,5,No,4,No,0.23,0.125,0.612,7.407,At-Risk Low Earner,0.558
R00101,46,Male,UK,Master's,Unemployed - Seeking,Healthcare,Executive/C-suite,24,>£120K,0.0,4,No,41-60%,3,No,Coursera,0.0,3,Cost,On-the-job Training,None,Social Media,No,Yes,3,No,1,4,No,4,No,0.45,0.125,0.475,5.556,Complacent High Earner,0.358
R00102,34,Female,UK,Bachelor's,Part-time Employed,Technology/IT,Senior,12,£50-80K,1.0,3,Yes,81-100%,4,No,None,0.0,5,Time,Online Instructor-led,None,Social Media,Yes,Unsure,4,No,3,3,No,5,No,0.77,0.25,0.762,1.923,Complacent High Earner,0.717
R00103,34,Male,UK,Master's,Full-time Employed,Construction/Real Estate,Mid-level,9,£50-80K,1.0,3,Yes,81-100%,3,Yes,Udemy,1.6,4,Time,On-the-job Training,Soft Skills/Leadership,None,Yes,No,4,No,5,4,Yes,6,No,0.77,0.662,0.612,1.116,Complacent High Earner,0.812
R00104,43,Male,Australia,Master's,Student,Government/Public Sector,Entry-level,18,A$30-60K,1.0,3,No,41-60%,3,No,Company Internal LMS,0.0,5,Time,Online Self-paced,None,Social Media,No,No,2,Yes,3,3,No,7,No,0.35,0.25,0.088,1.923,At-Risk Low Earner,0.683
R00105,20,Female,Brazil,Below High School,Full-time Employed,Logistics/Supply Chain,Mid-level,0,<R$20K,0.0,4,No,21-40%,3,No,None,0.0,4,Cost,Online Self-paced,None,Peers/Network,No,Yes,2,Yes,4,5,Yes,3,No,0.39,0.188,0.387,5.051,At-Risk Low Earner,0.762
R00106,30,Female,UK,Bachelor's,Full-time Employed,Energy/Utilities,Manager/Director,6,£30-50K,3.0,1,No,0-20%,5,Yes,University/College Program,2.4,2,Family Responsibilities,In-person Classroom,Digital Marketing,Social Media,Yes,Unsure,3,No,3,4,No,10,No,0.03,0.548,0.675,1.344,At-Risk Low Earner,0.371
R00107,33,Male,UAE,Bachelor's,Unemployed - Seeking,Technology/IT,Senior,12,AED 240-480K,0.0,4,No,41-60%,3,Yes,Udemy,13.2,3,Employer Doesn't Support,Online Self-paced,Data/AI & Machine Learning,Peers/Network,No,Yes,3,No,3,5,Yes,3,No,0.45,0.773,0.475,1.277,Invested High Earner,0.575
R00108,45,Female,UK,PhD,Unemployed - Seeking,Government/Public Sector,Senior,21,,3.0,2,Yes,41-60%,3,No,None,0.0,4,Family Responsibilities,Online Instructor-led,None,None,No,Unsure,1,Yes,2,3,Yes,5,No,0.55,0.188,0.15,2.525,Unknown,0.529
R00109,29,Female,USA,Bachelor's,Full-time Employed,Healthcare,Mid-level,9,$75-120K,1.0,3,No,61-80%,2,Yes,Coursera,6.1,4,Cost,Online Self-paced,Green/Sustainability Skills,News/Media,No,No,1,No,2,4,No,4,Yes,0.41,0.729,0.0,1.015,Invested High Earner,0.546
R00110,45,Male,USA,PhD,Unemployed - Not Seeking,Financial Services,Entry-level,18,$120-200K,3.0,2,No,81-100%,5,No,Coursera,2.4,4,No Relevant Programs,Online Instructor-led,Data/AI & Machine Learning,Government Campaign,No,Yes,3,No,1,2,No,7,No,0.37,0.424,0.475,0.576,Complacent High Earner,0.396
R00111,42,Male,USA,Master's,Full-time Employed,Financial Services,Mid-level,18,$50-75K,4.0,1,No,0-20%,4,No,Coursera,0.0,3,Family Responsibilities,In-person Classroom,None,Peers/Network,Yes,No,4,No,3,3,No,6,No,0.03,0.125,0.612,3.704,At-Risk Low Earner,0.525
R00112,20,Male,India,Master's,Student,Healthcare,Entry-level,0,₹6-12L,0.0,3,No,61-80%,4,Yes,University/College Program,4.8,5,Lack of Awareness,Online Self-paced,Software Development,Social Media,No,No,2,Yes,4,4,No,6,Yes,0.41,0.772,0.088,0.959,At-Risk Low Earner,0.8
R00113,30,Male,India,Bachelor's,Full-time Employed,Retail/E-commerce,Executive/C-suite,8,₹6-12L,0.0,2,No,41-60%,3,Yes,Coursera,2.0,3,Cost,Online Self-paced,Soft Skills/Leadership,Peers/Network,Yes,Unsure,4,No,5,2,No,6,Yes,0.25,0.605,0.762,0.407,At-Risk Low Earner,0.725
R00114,32,Female,India,Master's,Full-time Employed,Energy/Utilities,Senior,7,>₹50L,2.0,3,Yes,41-60%,3,No,None,0.0,5,Time,Hybrid,None,Self-Research,No,Unsure,1,Yes,1,3,Yes,4,No,0.65,0.25,0.15,1.923,Complacent High Earner,0.533
R00115,20,Non-Binary,India,Bachelor's,Part-time Employed,Education,Entry-level,0,₹3-6L,0.0,3,No,41-60%,3,Yes,Bootcamp,1.1,3,Cost,On-the-job Training,Soft Skills/Leadership,None,No,No,2,Yes,2,3,Yes,6,Yes,0.35,0.592,0.088,0.831,At-Risk Low Earner,0.425
R00116,29,Female,Nigeria,Master's,Unemployed - Seeking,Healthcare,Entry-level,5,₦15-30M,3.0,2,Yes,81-100%,4,Yes,Udemy,3.1,4,Cost,Peer Learning/Mentorship,Green/Sustainability Skills,Employer,No,Unsure,4,No,4,2,No,8,Yes,0.67,0.684,0.412,0.36,Complacent High Earner,0.679
R00117,29,Prefer Not to Say,USA,Master's,Self-employed/Freelancer,Retail/E-commerce,Senior,10,$75-120K,0.0,4,Yes,41-60%,3,No,None,0.0,3,Time,Online Self-paced,None,Peers/Network,Yes,No,4,Yes,3,4,No,7,No,0.75,0.125,0.612,5.556,Complacent High Earner,0.508
R00118,29,Male,India,Bachelor's,Student,Retail/E-commerce,Entry-level,5,<₹3L,0.0,3,Yes,41-60%,3,Yes,YouTube/Free Resources,2.0,4,Time,Peer Learning/Mentorship,Project Management,Peers/Network,No,Unsure,2,Yes,4,3,No,8,Yes,0.65,0.668,0.238,0.737,At-Risk Low Earner,0.679
R00119,25,Male,India,Bachelor's,Full-time Employed,Agriculture,Senior,2,₹12-25L,3.0,2,No,21-40%,2,No,None,0.0,4,Employer Doesn't Support,Online Self-paced,None,Peers/Network,Yes,No,2,No,4,2,Yes,6,Yes,0.19,0.188,0.438,1.263,Complacent High Earner,0.712
R00120,37,Female,UAE,Bachelor's,Full-time Employed,Technology/IT,Senior,16,AED 60-120K,3.0,2,No,21-40%,4,Yes,University/College Program,1.7,2,Family Responsibilities,Peer Learning/Mentorship,Cybersecurity,Self-Research,No,Unsure,2,Yes,4,1,Yes,3,No,0.19,0.538,0.238,0.0,At-Risk Low Earner,0.588
R00121,38,Female,India,Bachelor's,Full-time Employed,Retail/E-commerce,Executive/C-suite,14,₹12-25L,1.0,2,No,21-40%,3,No,None,0.7,4,Cost,Online Self-paced,Soft Skills/Leadership,Self-Research,No,Unsure,3,No,3,3,No,6,No,0.19,0.398,0.325,1.225,Complacent High Earner,0.612
R00122,41,Male,Japan,Bachelor's,Full-time Employed,Healthcare,Senior,19,¥8-12M,3.0,3,Yes,41-60%,2,No,None,0.0,3,Lack of Awareness,In-person Classroom,None,Social Media,No,Unsure,2,Yes,3,2,No,5,No,0.65,0.125,0.238,1.852,Complacent High Earner,0.542
R00123,41,Male,Singapore,High School/Diploma,Full-time Employed,Technology/IT,Manager/Director,17,S$150-250K,0.0,1,No,0-20%,4,No,Coursera,0.0,3,Lack of Awareness,Online Self-paced,None,News/Media,Yes,No,5,No,4,5,No,6,No,0.03,0.125,0.7,7.407,Complacent High Earner,0.625
R00124,28,,South Africa,Bachelor's,Self-employed/Freelancer,Technology/IT,Mid-level,5,<R80K,0.0,5,Yes,21-40%,4,Yes,LinkedIn Learning,9.6,4,Lack of Awareness,Online Self-paced,Data/AI & Machine Learning,Peers/Network,No,No,3,No,4,4,No,1,Yes,0.79,0.782,0.175,0.947,Striving Upskiller,0.796
R00125,40,Male,Australia,PhD,Unemployed - Seeking,Financial Services,Senior,14,A$160-250K,1.0,3,No,41-60%,4,Yes,Bootcamp,13.1,3,Time,Online Self-paced,Cybersecurity,Employer,No,No,2,No,4,3,No,6,No,0.35,0.772,0.088,0.639,Invested High Earner,0.625
R00126,36,Male,USA,Master's,Full-time Employed,Media/Entertainment,Senior,15,$50-75K,0.0,2,Yes,21-40%,2,No,None,0.0,4,Time,In-person Classroom,None,None,No,No,4,Yes,3,4,Yes,7,No,0.49,0.188,0.262,3.788,At-Risk Low Earner,0.596
R00127,48,Female,USA,Master's,Self-employed/Freelancer,Media/Entertainment,Mid-level,25,>$200K,2.0,4,No,41-60%,4,No,None,0.0,5,Family Responsibilities,Hybrid,None,Peers/Network,No,Unsure,1,No,3,4,Yes,2,No,0.45,0.25,0.15,2.885,Complacent High Earner,0.767
R00128,49,Prefer Not to Say,Japan,Bachelor's,Unemployed - Seeking,Technology/IT,Senior,29,¥5-8M,2.0,3,No,41-60%,3,Yes,LinkedIn Learning,4.4,4,Lack of Awareness,Online Instructor-led,Data/AI & Machine Learning,Employer,No,No,1,No,3,4,Yes,7,No,0.35,0.704,0.0,1.05,At-Risk Low Earner,0.596
R00129,31,Female,Germany,Bachelor's,Full-time Employed,Construction/Real Estate,Mid-level,6,€40-65K,1.0,4,Yes,61-80%,1,Yes,Bootcamp,1.7,3,Lack of Awareness,Online Self-paced,Cloud Computing,Employer,No,Yes,4,No,3,3,Yes,3,No,0.81,0.6,0.562,0.82,At-Risk Low Earner,0.575
R00130,30,Female,UK,Bachelor's,Self-employed/Freelancer,Financial Services,Mid-level,9,£50-80K,2.0,3,No,0-20%,3,No,None,0.0,3,No Relevant Programs,Online Instructor-led,None,Employer,Yes,No,3,No,3,3,No,10,No,0.23,0.125,0.525,3.704,Complacent High Earner,0.458
R00131,31,Male,UAE,PhD,Full-time Employed,Agriculture,Senior,11,AED 120-240K,1.0,2,No,21-40%,4,No,None,0.0,4,Time,Hybrid,None,Employer,No,No,4,Yes,3,2,No,10,No,0.19,0.188,0.262,1.263,At-Risk Low Earner,0.546
R00132,29,Female,UAE,Master's,Student,Construction/Real Estate,Entry-level,7,AED 120-240K,0.0,3,Yes,41-60%,4,Yes,YouTube/Free Resources,2.4,4,Family Responsibilities,On-the-job Training,Software Development,Social Media,No,No,1,Yes,4,3,Yes,4,No,0.65,0.674,0.0,0.731,At-Risk Low Earner,0.746
R00133,20,Male,India,Bachelor's,Full-time Employed,Manufacturing,Senior,0,₹6-12L,0.0,4,Yes,21-40%,3,Yes,Coursera,3.1,4,No Relevant Programs,Online Self-paced,Project Management,Peers/Network,No,No,3,No,4,3,Yes,1,No,0.69,0.684,0.175,0.72,At-Risk Low Earner,0.796
R00134,40,Prefer Not to Say,Brazil,Master's,Full-time Employed,Manufacturing,Entry-level,17,>R$300K,3.0,3,Yes,41-60%,3,No,None,0.0,3,No Relevant Programs,Online Instructor-led,None,Peers/Network,Yes,No,2,Yes,5,3,No,4,No,0.65,0.125,0.438,3.704,Complacent High Earner,0.758
R00135,45,Male,India,Bachelor's,Full-time Employed,Energy/Utilities,Mid-level,25,₹12-25L,1.0,3,Yes,61-80%,4,No,edX,0.0,4,Cost,On-the-job Training,None,Social Media,No,No,1,No,4,4,No,2,No,0.71,0.188,0.0,3.788,Complacent High Earner,0.779
R00136,37,Female,India,Master's,Unemployed - Seeking,Logistics/Supply Chain,Entry-level,17,<₹3L,1.0,2,No,21-40%,1,No,None,0.6,4,Cost,Online Self-paced,Soft Skills/Leadership,News/Media,No,No,3,No,4,2,No,7,No,0.19,0.396,0.175,0.616,At-Risk Low Earner,0.696
R00137,35,Female,Brazil,PhD,Full-time Employed,Financial Services,Manager/Director,11,R$80-150K,,2,Yes,0-20%,4,No,None,0.0,3,Lack of Awareness,Online Self-paced,None,Government Campaign,No,No,2,No,3,2,No,7,No,0.43,0.125,0.088,1.852,Complacent High Earner,0.508
R00138,42,Male,Germany,Bachelor's,Full-time Employed,Technology/IT,Mid-level,15,€40-65K,2.0,3,No,81-100%,4,Yes,YouTube/Free Resources,5.1,3,Employer Doesn't Support,Online Self-paced,Data/AI & Machine Learning,Self-Research,Yes,No,3,Yes,3,5,Yes,2,Yes,0.47,0.652,0.525,1.511,Striving Upskiller,0.592
R00139,36,Prefer Not to Say,Brazil,High School/Diploma,Self-employed/Freelancer,Technology/IT,Manager/Director,15,R$150-300K,1.0,4,No,21-40%,3,Yes,Coursera,14.1,3,Lack of Awareness,In-person Classroom,Project Management,News/Media,No,Unsure,3,Yes,4,5,No,5,Yes,0.39,0.786,0.325,1.256,Invested High Earner,0.642
R00140,38,Male,South Africa,High School/Diploma,Full-time Employed,Government/Public Sector,Entry-level,15,R200-400K,3.0,4,No,41-60%,2,No,None,0.0,3,No Relevant Programs,Hybrid,None,Peers/Network,No,Yes,2,Yes,1,5,No,2,No,0.45,0.125,0.387,7.407,At-Risk Low Earner,0.392
R00141,47,Male,UK,Master's,Full-time Employed,Government/Public Sector,Senior,23,£50-80K,3.0,3,No,21-40%,4,No,None,0.0,3,Lack of Awareness,Online Self-paced,None,Employer,Yes,Yes,4,Yes,2,4,No,5,No,0.29,0.125,0.912,5.556,Complacent High Earner,0.442
R00142,25,Male,India,Master's,Full-time Employed,Education,Entry-level,6,₹12-25L,3.0,4,No,61-80%,5,No,None,2.4,4,Family Responsibilities,Hybrid,Soft Skills/Leadership,Social Media,No,Unsure,3,Yes,5,5,Yes,3,No,0.51,0.424,0.325,2.304,Complacent High Earner,0.862
R00143,37,Female,UK,Bachelor's,Full-time Employed,Media/Entertainment,Senior,14,£50-80K,2.0,4,No,41-60%,2,No,None,0.0,4,Time,Online Instructor-led,None,Peers/Network,No,Yes,1,No,2,4,Yes,2,No,0.45,0.188,0.3,3.788,Complacent High Earner,0.579
R00144,20,Female,USA,Bachelor's,Student,Government/Public Sector,Entry-level,0,$25-50K,0.0,4,Yes,41-60%,3,Yes,Udemy,12.1,5,Lack of Awareness,On-the-job Training,Digital Marketing,Social Media,No,No,2,Yes,5,4,Yes,1,Yes,0.75,0.882,0.088,0.841,Striving Upskiller,0.983
R00145,20,Male,Germany,Bachelor's,Unemployed - Seeking,Retail/E-commerce,Mid-level,0,€20-40K,0.0,3,No,41-60%,2,Yes,LinkedIn Learning,11.6,4,No Relevant Programs,Hybrid,Data/AI & Machine Learning,Peers/Network,No,Yes,3,Yes,4,3,No,6,Yes,0.35,0.811,0.475,0.609,Striving Upskiller,0.712
R00146,32,Male,UAE,Master's,Unemployed - Seeking,Healthcare,Mid-level,10,AED 60-120K,0.0,3,Yes,41-60%,3,Yes,Company Internal LMS,4.7,4,Family Responsibilities,Online Self-paced,Cybersecurity,Employer,No,No,4,No,4,2,Yes,6,Yes,0.65,0.708,0.262,0.348,At-Risk Low Earner,0.712
R00147,32,Female,UAE,PhD,Full-time Employed,Technology/IT,Mid-level,10,AED 480-720K,3.0,3,No,21-40%,4,Yes,Coursera,2.5,5,Employer Doesn't Support,On-the-job Training,Data/AI & Machine Learning,Government Campaign,No,Unsure,3,Yes,3,3,No,4,No,0.29,0.738,0.325,0.668,Complacent High Earner,0.733
R00148,24,Male,Brazil,Below High School,Full-time Employed,Logistics/Supply Chain,Entry-level,5,<R$20K,0.0,2,Yes,61-80%,4,No,University/College Program,0.0,3,Cost,Online Instructor-led,None,Social Media,No,Unsure,3,No,5,3,No,8,No,0.61,0.125,0.325,3.704,At-Risk Low Earner,0.692
R00149,44,Female,UAE,Bachelor's,Full-time Employed,Logistics/Supply Chain,Senior,21,AED 240-480K,4.0,3,No,41-60%,4,No,edX,2.8,3,Lack of Awareness,In-person Classroom,Data/AI & Machine Learning,Peers/Network,Yes,Yes,2,No,3,4,No,4,Yes,0.35,0.367,0.737,1.989,Complacent High Earner,0.558
R00150,47,Female,South Africa,Bachelor's,Full-time Employed,Agriculture,Manager/Director,25,R750K-1.2M,4.0,3,No,41-60%,3,No,None,0.0,3,Cost,Hybrid,None,News/Media,No,Unsure,3,No,3,3,No,5,No,0.35,0.125,0.325,3.704,Complacent High Earner,0.542
R00151,42,Female,Singapore,Master's,Self-employed/Freelancer,Healthcare,Senior,18,S$90-150K,3.0,2,No,0-20%,5,Yes,LinkedIn Learning,17.9,5,Time,Online Self-paced,Project Management,Employer,No,Yes,1,Yes,3,3,No,11,Yes,0.13,0.968,0.3,0.511,Invested High Earner,0.617
R00152,43,Female,Japan,Bachelor's,Part-time Employed,Construction/Real Estate,Manager/Director,17,¥8-12M,0.0,3,No,21-40%,2,No,University/College Program,0.0,4,Cost,Online Instructor-led,None,Peers/Network,Yes,Unsure,4,Yes,4,4,Yes,4,Yes,0.29,0.188,0.762,3.788,Complacent High Earner,0.746
R00153,40,Male,USA,PhD,Full-time Employed,Retail/E-commerce,Mid-level,21,$120-200K,2.0,3,No,41-60%,3,No,Coursera,0.0,4,No Relevant Programs,Online Self-paced,None,Employer,Yes,Unsure,2,No,4,3,No,4,Yes,0.35,0.188,0.588,2.525,Complacent High Earner,0.746
R00154,39,Prefer Not to Say,Germany,PhD,Unemployed - Seeking,Education,Manager/Director,18,€65-100K,2.0,2,Yes,0-20%,3,No,None,1.5,3,Lack of Awareness,On-the-job Training,Project Management,Peers/Network,No,Unsure,2,Yes,2,3,Yes,6,Yes,0.43,0.348,0.238,1.397,Complacent High Earner,0.425
R00155,60,Male,UK,Bachelor's,Part-time Employed,Agriculture,Manager/Director,35,>£120K,2.0,3,Yes,41-60%,3,No,None,0.0,3,Family Responsibilities,Online Instructor-led,None,Employer,No,No,2,No,3,2,No,7,No,0.65,0.125,0.088,1.852,Complacent High Earner,0.508
R00156,30,Male,Brazil,PhD,Unemployed - Not Seeking,Agriculture,Entry-level,6,R$40-80K,1.0,1,No,0-20%,3,No,None,0.0,2,Cost,Peer Learning/Mentorship,None,News/Media,No,No,2,No,4,1,No,8,No,0.03,0.062,0.088,0.0,At-Risk Low Earner,0.504
R00157,23,Male,Nigeria,Bachelor's,Full-time Employed,Technology/IT,Entry-level,2,<₦1.5M,0.0,4,Yes,61-80%,4,Yes,YouTube/Free Resources,2.4,4,Cost,Online Instructor-led,UX/UI Design,Social Media,No,Unsure,4,Yes,4,4,No,1,Yes,0.81,0.674,0.412,1.096,At-Risk Low Earner,0.796
R00158,28,Prefer Not to Say,Philippines,Bachelor's,Student,Healthcare,Entry-level,8,<₱150K,1.0,3,Yes,61-80%,3,No,None,0.0,4,Family Responsibilities,Peer Learning/Mentorship,None,Social Media,No,No,4,Yes,3,4,Yes,7,No,0.71,0.188,0.262,3.788,At-Risk Low Earner,0.596
R00159,30,Female,UK,High School/Diploma,Self-employed/Freelancer,Energy/Utilities,Entry-level,5,£30-50K,0.0,3,No,21-40%,4,No,Udemy,1.6,5,Cost,On-the-job Training,Soft Skills/Leadership,Government Campaign,No,No,2,Yes,3,3,No,4,No,0.29,0.474,0.088,1.033,At-Risk Low Earner,0.733
R00160,38,Male,Japan,High School/Diploma,Full-time Employed,Healthcare,Mid-level,18,¥8-12M,2.0,4,Yes,21-40%,2,No,YouTube/Free Resources,0.0,3,Lack of Awareness,On-the-job Training,None,Government Campaign,Yes,Unsure,4,No,2,4,Yes,1,No,0.69,0.125,0.762,5.556,Complacent High Earner,0.508
R00161,49,Female,Japan,Bachelor's,Part-time Employed,Technology/IT,Senior,29,¥5-8M,1.0,3,Yes,21-40%,3,No,None,0.0,4,Time,Online Instructor-led,None,Social Media,No,No,2,No,2,3,Yes,7,No,0.59,0.188,0.088,2.525,At-Risk Low Earner,0.496
R00162,47,Male,UK,Master's,Unemployed - Seeking,Healthcare,Executive/C-suite,26,£80-120K,2.0,3,Yes,21-40%,4,No,None,0.0,4,Time,Hybrid,None,Self-Research,No,No,4,No,2,3,No,3,Yes,0.59,0.188,0.262,2.525,Complacent High Earner,0.562
R00163,49,Non-Binary,Japan,Bachelor's,Full-time Employed,Construction/Real Estate,Executive/C-suite,24,¥5-8M,0.0,3,No,21-40%,4,No,None,2.1,4,Cost,Peer Learning/Mentorship,Cybersecurity,Peers/Network,Yes,Yes,3,No,3,3,No,5,No,0.29,0.419,0.825,1.166,At-Risk Low Earner,0.629
R00164,27,Male,Nigeria,Bachelor's,Full-time Employed,Education,Senior,6,₦4-8M,1.0,2,Yes,0-20%,3,No,LinkedIn Learning,0.0,2,Lack of Awareness,On-the-job Training,None,Employer,No,Unsure,3,Yes,4,1,Yes,10,No,0.43,0.062,0.325,0.0,At-Risk Low Earner,0.471
R00165,39,Female,India,High School/Diploma,Unemployed - Seeking,Healthcare,Mid-level,12,₹6-12L,2.0,3,No,21-40%,4,Yes,Udemy,1.5,4,Cost,Online Instructor-led,Cloud Computing,None,No,No,1,Yes,3,3,Yes,5,No,0.29,0.66,0.0,0.746,At-Risk Low Earner,0.629
R00166,24,Female,UAE,High School/Diploma,Self-employed/Freelancer,Logistics/Supply Chain,Entry-level,3,AED 240-480K,0.0,3,No,41-60%,2,No,None,0.0,2,No Relevant Programs,Online Self-paced,None,Government Campaign,No,No,1,Yes,4,2,No,4,No,0.35,0.062,0.0,3.472,Complacent High Earner,0.571
R00167,23,Male,Singapore,Master's,Self-employed/Freelancer,Manufacturing,Mid-level,0,S$50-90K,0.0,5,Yes,41-60%,2,Yes,edX,3.5,5,Time,In-person Classroom,Soft Skills/Leadership,Peers/Network,Yes,No,5,No,4,3,No,3,Yes,0.85,0.752,0.7,0.656,At-Risk Low Earner,0.85
R00168,33,Female,South Africa,Bachelor's,Full-time Employed,Energy/Utilities,Manager/Director,13,R400-750K,1.0,2,No,21-40%,4,No,None,0.0,3,Lack of Awareness,Online Self-paced,None,Peers/Network,No,No,2,No,3,4,No,12,No,0.19,0.125,0.088,5.556,Complacent High Earner,0.425
